fm_uid,name,nationality,nationality_code,birth_date,level,quote,karten_tendenz,spielfluss_tendenz,vorsaison_spiele,vorsaison_gelb_avg,vorsaison_rot,vorsaison_elfmeter,vorsaison_umstritten,vorsaison_competitions
1413466,Fabio Maresca,Italien,it,01.07.1981,3,12,12,9,21,"4,6",2,4,0,"Serie A, Coppa Italia"
43202602,Matteo Marcenaro,Italien,it,01.07.1990,3,12,11,10,20,"4,2",3,3,0,"Serie A, Coppa Italia"
43005496,Federico La Penna,Italien,it,01.07.1984,3,12,11,10,22,"4,6",2,3,0,"Serie A, Coppa Italia"
43074728,Antonio Rapuano,Italien,it,01.07.1985,3,12,11,10,24,"4,5",3,6,0,"Serie A, Coppa Italia"
43202530,Andrea Colombo,Italien,it,01.07.1990,3,12,11,10,21,"4,3",2,5,0,"Serie A, Coppa Italia"
43202568,Ermanno Feliciani,Italien,it,01.07.1993,3,12,11,10,23,"4,2",3,5,0,"Serie A, Coppa Italia"
43036758,Livio Marinelli,Italien,it,01.07.1985,3,11,11,10,22,"4,3",3,5,0,"Serie A, Coppa Italia"
43131416,Giovanni Ayroldi,Italien,it,01.07.1991,3,11,11,10,20,"4,3",2,3,0,"Serie A, Coppa Italia"
43118604,Matteo Marchetti,Italien,it,01.07.1990,3,11,11,10,22,"4,6",2,5,0,"Serie A, Coppa Italia"
43443608,Kevin Bonacina,Italien,it,01.07.1993,2,11,11,10,20,"4,5",3,3,1,"Serie B, Coppa Italia"
6703798,Jesús Gil Manzano,Spanien,es,01.07.1984,5,15,15,6,26,"4,7",2,6,0,"La Liga, Copa del Rey, Internationale Wettbewerbe"
67210081,José María Sánchez Martínez,Spanien,es,01.07.1983,4,14,11,10,24,"4,6",2,5,1,"La Liga, Copa del Rey, Internationale Wettbewerbe"
6703805,Alejandro Hernández Hernández,Spanien,es,01.07.1982,4,13,11,10,25,"4,6",2,4,0,"La Liga, Copa del Rey, Internationale Wettbewerbe"
67098023,Ricardo De Burgos Bengoetxea,Spanien,es,01.07.1986,4,13,11,10,26,"4,2",3,6,0,"La Liga, Copa del Rey, Internationale Wettbewerbe"
6703834,Juan Martínez Munuera,Spanien,es,01.07.1982,3,13,11,10,22,"4,5",3,4,0,"La Liga, Copa del Rey"
67295870,César Soto Grado,Spanien,es,01.07.1980,3,13,11,10,23,"4,2",2,6,0,"La Liga, Copa del Rey"
67210075,José Luis Munuera Montero,Spanien,es,01.07.1983,3,12,11,10,21,"4,5",2,5,1,"La Liga, Copa del Rey"
67259071,Javier Alberola Rojas,Spanien,es,01.07.1990,3,12,11,10,23,"4,2",2,4,1,"La Liga, Copa del Rey"
67295876,Isidro Díaz de Mera,Spanien,es,01.07.1985,3,12,11,10,20,"4,5",2,5,0,"La Liga, Copa del Rey"
67278467,Guillermo Cuadra Fernández,Spanien,es,01.07.1984,3,12,11,10,21,"4,6",3,5,0,"La Liga, Copa del Rey"
67295888,Alejandro Muñiz Ruiz,Spanien,es,01.07.1990,3,12,11,10,20,"4,5",2,3,1,"La Liga, Copa del Rey"
2000200147,Mateo Busquets Ferrer,Spanien,es,01.07.1992,3,12,11,10,22,"4,5",3,4,0,"La Liga, Copa del Rey"
67098104,Miguel Ángel Ortiz Arias,Spanien,es,01.07.1984,3,12,11,10,22,"4,6",3,4,1,"La Liga, Copa del Rey"
2000135882,Víctor García Verdura,Spanien,es,01.07.1993,3,11,11,10,22,"4,1",2,5,0,"La Liga, Copa del Rey"
70096508,Halil Umut Meler,Türkei,tr,01.07.1986,5,15,11,10,24,"4,1",4,4,0,"Süper Lig, Türkiye Kupası, Internationale Wettbewerbe"
70096478,Arda Kardeşler,Türkei,tr,01.07.1990,4,13,11,10,26,"4,5",3,6,0,"Süper Lig, Türkiye Kupası, Internationale Wettbewerbe"
70051795,Atilla Karaoğlan,Türkei,tr,01.07.1990,4,13,12,9,23,"4,3",3,5,0,"Süper Lig, Türkiye Kupası, Internationale Wettbewerbe"
70096475,Ali Şansalan,Türkei,tr,01.07.1984,3,12,12,9,23,"4,6",3,5,0,"Süper Lig, Türkiye Kupası"
70096547,Ümit Öztürk,Türkei,tr,01.07.1985,3,12,12,9,23,"4,5",3,5,0,"Süper Lig, Türkiye Kupası"
70101927,Cihan Aydın,Türkei,tr,01.07.1989,3,12,12,9,23,"4,6",3,4,1,"Süper Lig, Türkiye Kupası"
70096552,Yasin Kol,Türkei,tr,01.07.1988,3,12,12,9,20,"4,7",2,3,0,"Süper Lig, Türkiye Kupası"
70096515,Kadir Sağlam,Türkei,tr,01.07.1991,3,12,11,10,21,"4,4",3,6,1,"Süper Lig, Türkiye Kupası"
70120470,Alper Akarsu,Türkei,tr,01.07.1992,3,12,11,10,23,"4,5",3,6,0,"Süper Lig, Türkiye Kupası"
70113189,Mehmet Türkmen,Türkei,tr,01.07.1989,3,12,11,10,23,"4,7",3,6,0,"Süper Lig, Türkiye Kupası"
70096494,Çağdaş Altay,Türkei,tr,01.07.1990,3,11,12,9,20,"4,4",3,5,1,"Süper Lig, Türkiye Kupası"
70101923,Adnan Deniz Kayatepe,Türkei,tr,01.07.1993,2,11,11,10,18,"4,4",2,3,1,"1. Lig, Türkiye Kupası"
70120651,Ömer Faruk Turtay,Türkei,tr,01.07.1990,2,11,11,10,16,"4,2",1,4,0,"1. Lig, Türkiye Kupası"
70120439,Ozan Ergün,Türkei,tr,01.07.1993,2,11,11,10,18,"4,2",2,4,0,"1. Lig, Türkiye Kupası"
98033212,Sandro Schärer,Schweiz,ch,01.07.1988,4,13,11,10,24,"4,4",3,5,0,"Super League, Schweizer Cup, Internationale Wettbewerbe"
98033209,Fedayi San,Schweiz,ch,01.07.1984,4,13,11,10,22,"4,2",3,4,0,"Super League, Schweizer Cup, Internationale Wettbewerbe"
98033221,Urs Schnyder,Schweiz,ch,01.07.1983,3,12,11,10,24,"4,6",2,6,0,"Super League, Schweizer Cup"
84151502,Lionel Tschudi,Schweiz,ch,01.07.1994,3,12,11,10,20,"4,2",1,3,0,"Super League, Schweizer Cup"
84151759,Luca Cibelli,Schweiz,ch,01.07.1992,3,11,11,10,24,"4,4",2,5,0,"Super League, Schweizer Cup"
84151765,Sven Wolfensberger,Schweiz,ch,01.07.1990,3,11,11,10,21,"4,7",2,5,0,"Super League, Schweizer Cup"
98033215,Lukas Fähndrich,Schweiz,ch,01.07.1988,3,11,11,10,22,"4,4",1,5,0,"Super League, Schweizer Cup"
84151507,Stefan Horisberger,Schweiz,ch,01.07.1990,3,11,11,10,21,"4,3",2,5,0,"Super League, Schweizer Cup"
16073222,Julian Weinberger,Österreich,at,01.07.1988,4,13,11,10,26,"4,4",3,4,0,"Bundesliga, ÖFB-Cup, Internationale Wettbewerbe"
16073176,Sebastian Gishamer,Österreich,at,01.07.1993,4,12,11,10,25,"4,7",3,6,0,"Bundesliga, ÖFB-Cup, Internationale Wettbewerbe"
16013799,Harald Lechner,Österreich,at,01.07.1982,3,12,11,10,22,"4,3",3,6,1,"Bundesliga, ÖFB-Cup"
16041966,Manuel Schüttengruber,Österreich,at,01.07.1983,3,12,11,10,24,"4,2",2,4,1,"Bundesliga, ÖFB-Cup"
16073145,Christopher Jäger,Österreich,at,01.07.1990,3,12,11,10,22,"4,6",2,4,1,"Bundesliga, ÖFB-Cup"
16041915,Alexander Harkam,Österreich,at,01.07.1986,3,11,11,10,24,"4,2",3,3,0,"Bundesliga, ÖFB-Cup"
5610141,Stefan Ebner,Österreich,at,01.07.1989,3,11,11,10,24,"4,1",3,4,0,"Bundesliga, ÖFB-Cup"
16041899,Markus Hameter,Österreich,at,01.07.1988,3,11,11,10,24,"4,6",2,4,1,"Bundesliga, ÖFB-Cup"
16073473,Walter Altmann,Österreich,at,01.07.1993,3,11,11,10,22,"4,6",3,4,0,"Bundesliga, ÖFB-Cup"
16018328,Alan Kijas,Österreich,at,01.07.1994,3,11,11,10,22,"4,2",2,5,0,"Bundesliga, ÖFB-Cup"
18054428,Erik Lambrechts,Belgien,be,01.07.1984,4,13,11,10,24,"4,3",3,4,1,"Pro League, Beker van België, Internationale Wettbewerbe"
18100879,Nathan Verboomen,Belgien,be,01.07.1993,4,13,11,10,23,"4,2",4,6,1,"Pro League, Beker van België, Internationale Wettbewerbe"
18091066,Bram Van Driessche,Belgien,be,01.07.1985,3,12,11,10,24,"4,5",3,4,0,"Pro League, Beker van België"
18074026,Nicolas Laforge,Belgien,be,01.07.1988,3,12,11,10,24,"4,3",4,5,0,"Pro League, Beker van België"
18105501,Jasper Vergoote,Belgien,be,01.07.1992,3,11,11,10,20,"4,4",3,4,1,"Pro League, Beker van België"
18105505,Wesli De Cremer,Belgien,be,01.07.1987,3,11,11,10,22,"4,7",2,3,1,"Pro League, Beker van België"
83113114,João Pinheiro,Portugal,pt,01.07.1988,5,15,10,11,26,"4,4",2,6,0,"Liga Portugal, Taça de Portugal, Internationale Wettbewerbe"
83113070,Luís Godinho,Portugal,pt,01.07.1985,4,13,11,10,24,"4,3",3,4,0,"Liga Portugal, Taça de Portugal, Internationale Wettbewerbe"
8879243,Tiago Martins,Portugal,pt,01.07.1980,4,13,11,10,26,"4,5",2,4,0,"Liga Portugal, Taça de Portugal, Internationale Wettbewerbe"
900326,Hélder Malheiro,Portugal,pt,01.07.1988,3,12,11,10,24,"4,5",2,5,0,"Liga Portugal, Taça de Portugal"
83261073,Gustavo Correia,Portugal,pt,01.07.1990,3,12,11,10,24,"4,1",2,4,0,"Liga Portugal, Taça de Portugal"
